"playerId","name","sel","copa","positions","number","force","legend","squad"
"gabriel-alonso","Alonso","ESP","1950","ZAG/LD","0","78","false","ESP-1950-37ae195f"
"francisco-antunez","Antúnez","ESP","1950","LD/ZAG","0","78","false","ESP-1950-37ae195f"
"vicente-asensi","Asensi","ESP","1950","VOL/ZAG/MD","0","77","false","ESP-1950-37ae195f"
"josep-gonzalvo","J. Gonzalvo","ESP","1950","VOL/ZAG/MD","0","78","false","ESP-1950-37ae195f"
"rafael-lesmes","Lesmes","ESP","1950","LE/ZAG","0","74","false","ESP-1950-37ae195f"
"jose-parra","Parra","ESP","1950","ZAG/LD","0","74","false","ESP-1950-37ae195f"
"maria-gonzalvo","M. Gonzalvo","ESP","1950","VOL/MC/MEI/MD","0","82","false","ESP-1950-37ae195f"
"antonio-puchades","Puchades","ESP","1950","VOL","0","85","true","ESP-1950-37ae195f"
"jose-luis-panizo","Panizo","ESP","1950","MC/MEI","0","81","false","ESP-1950-37ae195f"
"luis-molowny","Molowny","ESP","1950","MC/MEI","0","79","false","ESP-1950-37ae195f"
"fernando-gonzalez-nando","Nando","ESP","1950","VOL/MC/MEI/MD","0","76","false","ESP-1950-37ae195f"
"alfonso-silva","Silva","ESP","1950","MC/MEI","0","78","false","ESP-1950-37ae195f"
"estanislau-basora","Basora","ESP","1950","PD","0","84","true","ESP-1950-37ae195f"
"agustin-gainza","Gaínza","ESP","1950","PE","0","84","true","ESP-1950-37ae195f"
"telmo-zarra","Zarra","ESP","1950","CA","0","88","true","ESP-1950-37ae195f"
"cesar-rodriguez","César","ESP","1950","CA","0","83","false","ESP-1950-37ae195f"
"silvestre-igoa","Igoa","ESP","1950","CA/MEI","0","78","false","ESP-1950-37ae195f"
"jose-juncosa","Juncosa","ESP","1950","PD/CA","0","76","false","ESP-1950-37ae195f"
"rosendo-hernandez","Hernández","ESP","1950","CA","0","73","false","ESP-1950-37ae195f"
"antonio-carbajal","Carbajal","MEX","1950","GOL","0","82","true","MEX-1950-34bf1476"
"raul-cordoba","Córdoba","MEX","1950","GOL","0","77","false","MEX-1950-34bf1476"
"gregorio-gomez","G. Gómez","MEX","1950","LD/ZAG","0","75","false","MEX-1950-34bf1476"
"manuel-gutierrez","Gutiérrez","MEX","1950","ZAG","0","76","false","MEX-1950-34bf1476"
"alfonso-montemayor","Montemayor","MEX","1950","ZAG","0","75","false","MEX-1950-34bf1476"
"jose-antonio-roca","Roca","MEX","1950","ZAG/LD","0","74","false","MEX-1950-34bf1476"
"rodrigo-ruiz","Ruiz","MEX","1950","LE/ZAG","0","73","false","MEX-1950-34bf1476"
"felipe-zetter","Zetter","MEX","1950","ZAG","0","78","false","MEX-1950-34bf1476"
"antonio-flores","Flores","MEX","1950","MC/MEI","0","76","false","MEX-1950-34bf1476"
"mario-ochoa","Ochoa","MEX","1950","MC/MEI","0","75","false","MEX-1950-34bf1476"
"hector-ortiz","Ortiz","MEX","1950","VOL","0","74","false","MEX-1950-34bf1476"
"carlos-guevara","Guevara","MEX","1950","MC/MEI","0","73","false","MEX-1950-34bf1476"
"francisco-hernandez","F. Hernández","MEX","1950","MD/MC/MEI","0","72","false","MEX-1950-34bf1476"
"samuel-cuburu","Cuburu","MEX","1950","MC/MEI","0","72","false","MEX-1950-34bf1476"
"mario-perez","M. Pérez","MEX","1950","MC/MEI","0","71","false","MEX-1950-34bf1476"
"horacio-casarin","Casarín","MEX","1950","CA/MEI","0","82","true","MEX-1950-34bf1476"
"jose-naranjo","Naranjo","MEX","1950","PD/CA","0","76","false","MEX-1950-34bf1476"
"jose-velazquez","Velázquez","MEX","1950","CA","0","75","false","MEX-1950-34bf1476"
"carlos-septien","Septién","MEX","1950","PE/CA","0","74","false","MEX-1950-34bf1476"
"jose-luis-borbolla","Borbolla","MEX","1950","CA","0","73","false","MEX-1950-34bf1476"
"leonardo-navarro","Navarro","MEX","1950","PD/CA","0","72","false","MEX-1950-34bf1476"
"max-prieto","Prieto","MEX","1950","PE/CA","0","71","false","MEX-1950-34bf1476"
"sergio-livingstone","Livingstone","CHI","1950","GOL","0","82","true","CHI-1950-4d5ff96e"
"rene-quitral","Quitral","CHI","1950","GOL","0","72","false","CHI-1950-4d5ff96e"
"manuel-alvarez-chi","M. Álvarez","CHI","1950","ZAG/LD","0","74","false","CHI-1950-4d5ff96e"
"arturo-farias","Farías","CHI","1950","ZAG/LE","0","74","false","CHI-1950-4d5ff96e"
"miguel-flores-chi","Flores","CHI","1950","ZAG","0","73","false","CHI-1950-4d5ff96e"
"manuel-machuca","Machuca","CHI","1950","LD/ZAG","0","74","false","CHI-1950-4d5ff96e"
"fernando-roldan","Roldán","CHI","1950","LE/ZAG","0","73","false","CHI-1950-4d5ff96e"
"francisco-urroz","Urroz","CHI","1950","VOL/ZAG/MD","0","73","false","CHI-1950-4d5ff96e"
"miguel-busquets","Busquets","CHI","1950","MD/VOL","0","77","false","CHI-1950-4d5ff96e"
"fernando-campos","Campos","CHI","1950","VOL/MC/MEI/MD","0","75","false","CHI-1950-4d5ff96e"
"hernan-carvallo","Carvallo","CHI","1950","MC/MEI","0","74","false","CHI-1950-4d5ff96e"
"carlos-rojas-chi","C. Rojas","CHI","1950","MD/VOL","0","73","false","CHI-1950-4d5ff96e"
"osvaldo-saez","Sáez","CHI","1950","MEI/ME","0","73","false","CHI-1950-4d5ff96e"
"george-robledo","Robledo","CHI","1950","CA/MEI","0","84","true","CHI-1950-4d5ff96e"
"atilio-cremaschi","Cremaschi","CHI","1950","CA/MEI","0","80","false","CHI-1950-4d5ff96e"
"fernando-riera","Riera","CHI","1950","CA/PD","0","79","true","CHI-1950-4d5ff96e"
"manuel-munoz-chi","M. Muñoz","CHI","1950","CA","0","77","false","CHI-1950-4d5ff96e"
"raimundo-infante","Infante","CHI","1950","CA/PE","0","75","false","CHI-1950-4d5ff96e"
"luis-mayanes","Mayanés","CHI","1950","PE/ME","0","74","false","CHI-1950-4d5ff96e"
"carlos-ibanez-chi","Ibáñez","CHI","1950","PD/PE","0","74","false","CHI-1950-4d5ff96e"
"andres-prieto","Prieto","CHI","1950","PD/CA","0","72","false","CHI-1950-4d5ff96e"
"guillermo-diaz-chi","G. Díaz","CHI","1950","PE/CA","0","71","false","CHI-1950-4d5ff96e"
"pablo-centurion","Centurión","PAR","1950","GOL","0","75","false","PAR-1950-7584d619"
"marcelino-vargas","Vargas","PAR","1950","GOL","0","72","false","PAR-1950-7584d619"
"antonio-cabrera","Cabrera","PAR","1950","ZAG/LD","0","76","false","PAR-1950-7584d619"
"manuel-gavilan","Gavilán","PAR","1950","ZAG","0","76","false","PAR-1950-7584d619"
"casiano-cespedes","Céspedes","PAR","1950","ZAG/LE","0","74","false","PAR-1950-7584d619"
"alberto-gonzalez","A. González","PAR","1950","ZAG/LD","0","73","false","PAR-1950-7584d619"
"elioro-paredes","Paredes","PAR","1950","LE/ZAG","0","72","false","PAR-1950-7584d619"
"castor-cantero","Cantero","PAR","1950","MD/VOL","0","78","false","PAR-1950-7584d619"
"victoriano-leguizamon","Leguizamón","PAR","1950","MD/MC/MEI","0","76","false","PAR-1950-7584d619"
"melanio-baez","Báez","PAR","1950","VOL/MC/MEI/MD","0","74","false","PAR-1950-7584d619"
"armando-gonzalez","Ar. González","PAR","1950","MC/MEI","0","72","false","PAR-1950-7584d619"
"atilio-lopez","A. López","PAR","1950","CA/PD","0","80","false","PAR-1950-7584d619"
"cesar-lopez-fretes","López Fretes","PAR","1950","MEI/CA","0","78","false","PAR-1950-7584d619"
"juan-canete","Cañete","PAR","1950","CA/PE","0","75","false","PAR-1950-7584d619"
"francisco-sosa","Sosa","PAR","1950","CA","0","74","false","PAR-1950-7584d619"
"enrique-avalos","E. Avalos","PAR","1950","PD/CA","0","73","false","PAR-1950-7584d619"
"marcial-avalos","M. Avalos","PAR","1950","PE/CA","0","73","false","PAR-1950-7584d619"
"lorenzo-calonga","Calonga","PAR","1950","PD/PE","0","72","false","PAR-1950-7584d619"
"dario-jara-saguier","Jara Saguier","PAR","1950","CA/PE","0","73","false","PAR-1950-7584d619"
"leongino-unzaim","Unzaim","PAR","1950","CA","0","71","false","PAR-1950-7584d619"
"hilarion-osorio","Osorio","PAR","1950","PE/CA","0","70","false","PAR-1950-7584d619"
"angel-berni","Berni","PAR","1950","CA/PD","0","70","false","PAR-1950-7584d619"
"bert-williams","B. Williams","ENG","1950","GOL","0","83","false","ENG-1950-bd1e7a8a"
"ted-ditchburn","Ditchburn","ENG","1950","GOL","0","78","false","ENG-1950-bd1e7a8a"
"alf-ramsey","Ramsey","ENG","1950","LD","0","82","true","ENG-1950-bd1e7a8a"
"laurie-scott","Scott","ENG","1950","LD","0","77","false","ENG-1950-bd1e7a8a"
"john-aston-sr","Aston","ENG","1950","LE","0","78","false","ENG-1950-bd1e7a8a"
"bill-eckersley","Eckersley","ENG","1950","LE","0","74","false","ENG-1950-bd1e7a8a"
"laurie-hughes","Hughes","ENG","1950","ZAG","0","76","false","ENG-1950-bd1e7a8a"
"jim-taylor","Taylor","ENG","1950","ZAG","0","75","false","ENG-1950-bd1e7a8a"
"billy-wright","Wright","ENG","1950","VOL/MD/ZAG","0","88","true","ENG-1950-bd1e7a8a"
"henry-cockburn","Cockburn","ENG","1950","VOL/MC/MD","0","79","false","ENG-1950-bd1e7a8a"
"jimmy-dickinson","Dickinson","ENG","1950","VOL/MC/MD","0","80","false","ENG-1950-bd1e7a8a"
"bill-nicholson","Nicholson","ENG","1950","VOL/MC/MD","0","76","false","ENG-1950-bd1e7a8a"
"willie-watson","Watson","ENG","1950","VOL/MC/MD","0","76","false","ENG-1950-bd1e7a8a"
"wilf-mannion","Mannion","ENG","1950","MC/MEI","0","85","false","ENG-1950-bd1e7a8a"
"eddie-baily","Baily","ENG","1950","MC/MEI","0","76","false","ENG-1950-bd1e7a8a"
"stanley-matthews","Matthews","ENG","1950","PD","0","94","true","ENG-1950-bd1e7a8a"
"tom-finney","Finney","ENG","1950","PD/PE","0","92","true","ENG-1950-bd1e7a8a"
"jimmy-mullen","Mullen","ENG","1950","PE","0","78","false","ENG-1950-bd1e7a8a"
"stan-mortensen","Mortensen","ENG","1950","CA","0","85","false","ENG-1950-bd1e7a8a"
"jackie-milburn","Milburn","ENG","1950","CA","0","84","false","ENG-1950-bd1e7a8a"
"roy-bentley","Bentley","ENG","1950","CA","0","80","false","ENG-1950-bd1e7a8a"
"georges-stuber","Stuber","SUI","1950","GOL","0","75","false","SUI-1950-927eba0f"
"eugen-corrodi","Corrodi","SUI","1950","GOL","0","73","false","SUI-1950-927eba0f"
"adolphe-hug","Hug","SUI","1950","GOL","0","70","false","SUI-1950-927eba0f"
"willi-steffen","Steffen","SUI","1950","LE/ZAG","0","80","false","SUI-1950-927eba0f"
"roger-bocquet","Bocquet","SUI","1950","ZAG","0","79","false","SUI-1950-927eba0f"
"rudolf-gyger","Gyger","SUI","1950","LD/ZAG","0","77","false","SUI-1950-927eba0f"
"andre-neury","Neury","SUI","1950","ZAG/LE","0","75","false","SUI-1950-927eba0f"
"willy-kernen","Kernen","SUI","1950","LE/ZAG","0","73","false","SUI-1950-927eba0f"
"kurt-rey","Rey","SUI","1950","ZAG","0","70","false","SUI-1950-927eba0f"
"oliver-eggimann","Eggimann","SUI","1950","VOL/MC/MEI/MD","0","78","false","SUI-1950-927eba0f"
"roger-quinche","Quinche","SUI","1950","MC/MEI","0","74","false","SUI-1950-927eba0f"
"robert-hasler","Hasler","SUI","1950","MC/MEI","0","71","false","SUI-1950-927eba0f"
"alfred-bickel","Bickel","SUI","1950","MEI/CA","0","84","true","SUI-1950-927eba0f"
"jacques-fatton","Fatton","SUI","1950","PE/CA","0","83","false","SUI-1950-927eba0f"
"charles-antenen","Antenen","SUI","1950","PD/CA","0","81","false","SUI-1950-927eba0f"
"jean-tamini","Tamini","SUI","1950","CA","0","78","false","SUI-1950-927eba0f"
"rene-bader","Bader","SUI","1950","CA/MEI","0","76","false","SUI-1950-927eba0f"
"hans-peter-friedlander","Friedländer","SUI","1950","PE/CA","0","75","false","SUI-1950-927eba0f"
"gerhard-lusenti","Lusenti","SUI","1950","CA","0","73","false","SUI-1950-927eba0f"
"walter-schneiter","Schneiter","SUI","1950","CA/PD","0","72","false","SUI-1950-927eba0f"
"walter-beerli","Beerli","SUI","1950","PD/CA","0","70","false","SUI-1950-927eba0f"
"hans-siegenthaler","Siegenthaler","SUI","1950","CA","0","70","false","SUI-1950-927eba0f"
"kalle-svensson","K. Svensson","SWE","1950","GOL","0","82","true","SWE-1950-1b6b9bda"
"torsten-lindberg","Lindberg","SWE","1950","GOL","0","75","false","SWE-1950-1b6b9bda"
"tore-svensson","T. Svensson","SWE","1950","GOL","0","70","false","SWE-1950-1b6b9bda"
"erik-nilsson","E. Nilsson","SWE","1950","LE/ZAG","0","83","true","SWE-1950-1b6b9bda"
"knut-nordahl","K. Nordahl","SWE","1950","VOL/ZAG","0","80","false","SWE-1950-1b6b9bda"
"gunnar-johansson","G. Johansson","SWE","1950","ZAG/LD","0","72","false","SWE-1950-1b6b9bda"
"lennart-samuelsson","Samuelsson","SWE","1950","ZAG/LD","0","73","false","SWE-1950-1b6b9bda"
"arne-mansson","Månsson","SWE","1950","ZAG/LE","0","73","false","SWE-1950-1b6b9bda"
"sune-andersson","S. Andersson","SWE","1950","MD/MC/MEI","0","84","false","SWE-1950-1b6b9bda"
"olle-ahlund","Åhlund","SWE","1950","VOL/MC/MEI/MD","0","80","false","SWE-1950-1b6b9bda"
"ingvar-gard","Gärd","SWE","1950","VOL/MC/MEI/MD","0","73","false","SWE-1950-1b6b9bda"
"hasse-jeppson","Jeppson","SWE","1950","CA","0","85","true","SWE-1950-1b6b9bda"
"karl-erik-palmer","Palmér","SWE","1950","CA/PE","0","84","false","SWE-1950-1b6b9bda"
"stellan-nilsson","S. Nilsson","SWE","1950","PD/CA","0","79","false","SWE-1950-1b6b9bda"
"stig-sundqvist","Sundqvist","SWE","1950","PE/CA","0","77","false","SWE-1950-1b6b9bda"
"egon-jonsson","E. Jönsson","SWE","1950","PD/CA","0","76","false","SWE-1950-1b6b9bda"
"lennart-skoglund","Skoglund","SWE","1950","PE/MEI","0","84","true","SWE-1950-1b6b9bda"
"ingvar-rydell","Rydell","SWE","1950","CA","0","74","false","SWE-1950-1b6b9bda"
"borje-tapper","Tapper","SWE","1950","PD/CA","0","74","false","SWE-1950-1b6b9bda"
"bror-mellberg","Mellberg","SWE","1950","CA/PE","0","72","false","SWE-1950-1b6b9bda"
"kurt-svensson","Ku. Svensson","SWE","1950","CA/PD","0","70","false","SWE-1950-1b6b9bda"
"roque-maspoli","Máspoli","URU","1950","GOL","1","84","true","URU-1950-e944d999"
"anibal-paz","Paz","URU","1950","GOL","0","75","false","URU-1950-e944d999"
"matias-gonzalez","M. González","URU","1950","ZAG/LD","2","80","false","URU-1950-e944d999"
"eusebio-tejera","Tejera","URU","1950","LE/ZAG","3","80","false","URU-1950-e944d999"
"schubert-gambetta","Gambetta","URU","1950","ZAG","4","78","false","URU-1950-e944d999"
"juan-carlos-gonzalez","J. C. González","URU","1950","VOL/ZAG/MD","0","77","false","URU-1950-e944d999"
"william-martinez","W. Martínez","URU","1950","ZAG/LD","0","74","false","URU-1950-e944d999"
"hector-vilches","Vilches","URU","1950","ZAG","0","73","false","URU-1950-e944d999"
"obdulio-varela","Varela","URU","1950","VOL/MD","5","88","true","URU-1950-e944d999"
"victor-rodriguez-andrade","Andrade","URU","1950","MD/MC/MEI","6","84","true","URU-1950-e944d999"
"rodolfo-pini","Pini","URU","1950","MC/MEI","0","73","false","URU-1950-e944d999"
"washington-ortuno","Ortuño","URU","1950","MC/MEI","0","71","false","URU-1950-e944d999"
"alcides-ghiggia","Ghiggia","URU","1950","PD","7","86","true","URU-1950-e944d999"
"julio-perez","J. Pérez","URU","1950","MEI/PD","8","79","false","URU-1950-e944d999"
"oscar-miguez","Míguez","URU","1950","CA","9","83","false","URU-1950-e944d999"
"juan-alberto-schiaffino","Schiaffino","URU","1950","MEI/CA","10","90","true","URU-1950-e944d999"
"ernesto-vidal","Vidal","URU","1950","PD/ME","11","78","false","URU-1950-e944d999"
"ruben-moran","Morán","URU","1950","PE/ME","0","76","false","URU-1950-e944d999"
"julio-cesar-britos","Britos","URU","1950","PE/CA","0","76","false","URU-1950-e944d999"
"juan-burgueno","Burgueño","URU","1950","CA/PD","0","73","false","URU-1950-e944d999"
"carlos-romero","Romero","URU","1950","CA","0","72","false","URU-1950-e944d999"
"luis-rijo","Rijo","URU","1950","CA/PE","0","71","false","URU-1950-e944d999"
"frank-borghi","Borghi","USA","1950","GOL","0","79","true","USA-1950-546b95c2"
"gino-gardassanich","Gardassanich","USA","1950","GOL","0","70","false","USA-1950-546b95c2"
"harry-keough","Keough","USA","1950","LD","0","77","false","USA-1950-546b95c2"
"joe-maca","Maca","USA","1950","LE","0","75","false","USA-1950-546b95c2"
"robert-annis","Annis","USA","1950","ZAG","0","70","false","USA-1950-546b95c2"
"adam-wolanin","Wolanin","USA","1950","CA","0","70","false","USA-1950-546b95c2"
"charlie-colombo","Colombo","USA","1950","VOL/ZAG/MD","0","76","false","USA-1950-546b95c2"
"walter-bahr","Bahr","USA","1950","VOL/MC/MD","0","80","true","USA-1950-546b95c2"
"ed-mcilvenny","McIlvenny","USA","1950","VOL/MC/MD","0","75","false","USA-1950-546b95c2"
"geoff-coombes","Coombes","USA","1950","VOL/MC/MD","0","70","false","USA-1950-546b95c2"
"joe-gaetjens","Gaetjens","USA","1950","CA","0","78","true","USA-1950-546b95c2"
"john-souza","J. Souza","USA","1950","MC/MEI","0","77","false","USA-1950-546b95c2"
"ed-souza","E. Souza","USA","1950","PE/MEI","0","74","false","USA-1950-546b95c2"
"gino-pariani","Pariani","USA","1950","CA/PD","0","73","false","USA-1950-546b95c2"
"frank-wallace","Wallace","USA","1950","PD","0","72","false","USA-1950-546b95c2"
"robert-craddock","Craddock","USA","1950","CA","0","70","false","USA-1950-546b95c2"
"nicholas-diorio","DiOrio","USA","1950","CA","0","70","false","USA-1950-546b95c2"
"benny-mclaughlin","McLaughlin","USA","1950","MEI/PE","0","71","false","USA-1950-546b95c2"
"vladimir-beara","Beara","YUG","1950","GOL","0","88","true","YUG-1950-598ccc8e"
"srdan-mrkusic","Mrkušić","YUG","1950","GOL","0","76","false","YUG-1950-598ccc8e"
"branko-stankovic","Stanković","YUG","1950","ZAG/LD","0","83","true","YUG-1950-598ccc8e"
"ivica-horvat","Horvat","YUG","1950","ZAG","0","80","false","YUG-1950-598ccc8e"
"miodrag-jovanovic","Jovanović","YUG","1950","ZAG/LE","0","78","false","YUG-1950-598ccc8e"
"ratko-colic","Čolić","YUG","1950","ZAG/LD","0","76","false","YUG-1950-598ccc8e"
"bozo-broketa","Broketa","YUG","1950","ZAG","0","74","false","YUG-1950-598ccc8e"
"sinisa-zlatkovic","Zlatković","YUG","1950","LD/ZAG","0","71","false","YUG-1950-598ccc8e"
"zlatko-cajkovski","Z. Čajkovski","YUG","1950","MD/VOL","0","86","true","YUG-1950-598ccc8e"
"aleksandar-atanackovic","Atanacković","YUG","1950","MD/MC/MEI","0","79","false","YUG-1950-598ccc8e"
"predrag-dajic","Đajić","YUG","1950","MD/MC/MEI","0","74","false","YUG-1950-598ccc8e"
"ervin-katnic","Katnić","YUG","1950","VOL/MD","0","71","false","YUG-1950-598ccc8e"
"bela-palfi","Palfi","YUG","1950","MC/MEI","0","70","false","YUG-1950-598ccc8e"
"ivo-radovnikovic","Radovniković","YUG","1950","VOL/MC/MEI/MD","0","70","false","YUG-1950-598ccc8e"
"stjepan-bobek","Bobek","YUG","1950","MEI/CA","0","89","true","YUG-1950-598ccc8e"
"rajko-mitic","Mitić","YUG","1950","MEI/CA","0","86","true","YUG-1950-598ccc8e"
"bernard-vukas","Vukas","YUG","1950","MEI/PE","0","85","true","YUG-1950-598ccc8e"
"zeljko-cajkovski","Ž. Čajkovski","YUG","1950","PE/CA","0","80","false","YUG-1950-598ccc8e"
"kosta-tomasevic","Tomašević","YUG","1950","CA","0","78","false","YUG-1950-598ccc8e"
"tihomir-ognjanov","Ognjanov","YUG","1950","PD/PE","0","75","false","YUG-1950-598ccc8e"
"prvoslav-mihajlovic","Mihajlović","YUG","1950","PD/CA","0","75","false","YUG-1950-598ccc8e"
"vladimir-firm","Firm","YUG","1950","CA/PD","0","72","false","YUG-1950-598ccc8e"
"carlos-castilho","Castilho","BRA","1954","GOL","1","80","false","BRA-1954-9c1e700e"
"djalma-santos","Djalma Santos","BRA","1954","LD","2","88","true","BRA-1954-9c1e700e"
"nilton-santos","Nílton Santos","BRA","1954","LE","3","88","true","BRA-1954-9c1e700e"
"brandaozinho","Brandãozinho","BRA","1954","VOL/ZAG","4","78","false","BRA-1954-9c1e700e"
"pinheiro","Pinheiro","BRA","1954","ZAG/VOL","5","80","false","BRA-1954-9c1e700e"
"jose-carlos-bauer","Bauer","BRA","1954","VOL","6","80","false","BRA-1954-9c1e700e"
"julinho-botelho","Julinho","BRA","1954","PD","7","86","true","BRA-1954-9c1e700e"
"didi","Didi","BRA","1954","MC/MEI","8","87","true","BRA-1954-9c1e700e"
"baltazar-1926","Baltazar","BRA","1954","CA","9","79","false","BRA-1954-9c1e700e"
"pinga-1924","Pinga","BRA","1954","PE/CA","10","78","false","BRA-1954-9c1e700e"
"francisco-rodrigues-1925","Rodrigues","BRA","1954","PE/CA","11","76","false","BRA-1954-9c1e700e"
"paulinho-de-almeida","Paulinho","BRA","1954","ZAG/LD","12","73","false","BRA-1954-9c1e700e"
"alfredo-ramos-spfc","Alfredo","BRA","1954","ZAG/LE","13","73","false","BRA-1954-9c1e700e"
"ely-do-amparo","Ely","BRA","1954","VOL/ZAG","14","74","false","BRA-1954-9c1e700e"
"mauro-ramos","Mauro","BRA","1954","ZAG","15","80","true","BRA-1954-9c1e700e"
"dequinha","Dequinha","BRA","1954","MC/MEI","16","73","false","BRA-1954-9c1e700e"
"maurinho-spfc","Maurinho","BRA","1954","PD/CA","17","73","false","BRA-1954-9c1e700e"
"humberto-tozzi","Humberto","BRA","1954","CA/MEI","18","73","false","BRA-1954-9c1e700e"
"indio-1931","Índio","BRA","1954","CA","19","72","false","BRA-1954-9c1e700e"
"rubens-1928","Rubens","BRA","1954","CA/PE","20","72","false","BRA-1954-9c1e700e"
"veludo-goleiro","Veludo","BRA","1954","GOL","21","72","false","BRA-1954-9c1e700e"
"cabecao-corinthians","Cabeção","BRA","1954","GOL","22","72","false","BRA-1954-9c1e700e"
"kurt-schmied","Schmied","AUT","1954","GOL","1","77","false","AUT-1954-c8428152"
"walter-zeman","Zeman","AUT","1954","GOL","16","84","true","AUT-1954-c8428152"
"franz-pelikan","Pelikan","AUT","1954","GOL","15","72","false","AUT-1954-c8428152"
"gerhard-hanappi","Hanappi","AUT","1954","ZAG/MD/LD","2","89","true","AUT-1954-c8428152"
"ernst-happel","Happel","AUT","1954","ZAG/LD","3","85","true","AUT-1954-c8428152"
"leopold-barschandt","Barschandt","AUT","1954","ZAG/LE","4","76","false","AUT-1954-c8428152"
